FIPS,Admin2,Province_State,Country_Region,Last_Update,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,Time
1037,Coosa,Alabama,US,2/5/2021 5:22,32.93690146,-86.24847739,728,21,0,707,"Coosa, Alabama, US",6827.3469,2.884615385,1612520520000
1039,Covington,Alabama,US,2/5/2021 5:22,31.2477854,-86.45050893,3701,92,0,3609,"Covington, Alabama, US",9989.4734,2.485814645,1612520520000
1041,Crenshaw,Alabama,US,2/5/2021 5:22,31.72941803,-86.31593104,1336,48,0,1288,"Crenshaw, Alabama, US",9700.842289,3.592814371,1612520520000
1043,Cullman,Alabama,US,2/5/2021 5:22,34.13020303,-86.86888037,8670,161,0,8509,"Cullman, Alabama, US",10350.01433,1.856978085,1612520520000
1045,Dale,Alabama,US,2/5/2021 5:22,31.43037123,-85.61095742,4367,102,0,4265,"Dale, Alabama, US",8881.070528,2.335699565,1612520520000
1047,Dallas,Alabama,US,2/5/2021 5:22,32.32688101,-87.1086671,3258,120,0,3138,"Dallas, Alabama, US",8759.006345,3.683241252,1612520520000
1049,DeKalb,Alabama,US,2/5/2021 5:22,34.45946862,-85.80782906,8214,148,0,8066,"DeKalb, Alabama, US",11486.02352,1.801801802,1612520520000
1051,Elmore,Alabama,US,2/5/2021 5:22,32.59785413,-86.14415284,8744,149,0,8595,"Elmore, Alabama, US",10767.27949,1.704025618,1612520520000
1053,Escambia,Alabama,US,2/5/2021 5:22,31.1256789,-87.15918694,3602,55,0,3547,"Escambia, Alabama, US",9832.664537,1.526929484,1612520520000
1055,Etowah,Alabama,US,2/5/2021 5:22,34.04567266,-86.04051873,12707,271,0,12436,"Etowah, Alabama, US",12425.19654,2.132682773,1612520520000
1057,Fayette,Alabama,US,2/5/2021 5:22,33.72076938,-87.73886638,1899,46,0,1853,"Fayette, Alabama, US",11648.87744,2.422327541,1612520520000
1059,Franklin,Alabama,US,2/5/2021 5:22,34.44235334,-87.84289505,3883,67,0,3816,"Franklin, Alabama, US",12381.22569,1.725469997,1612520520000
1061,Geneva,Alabama,US,2/5/2021 5:22,31.09389027,-85.83572839,2307,57,0,2250,"Geneva, Alabama, US",8781.546192,2.470741222,1612520520000
1063,Greene,Alabama,US,2/5/2021 5:22,32.85504247,-87.95684022,819,29,0,790,"Greene, Alabama, US",10097.39859,3.540903541,1612520520000
1065,Hale,Alabama,US,2/5/2021 5:22,32.76039258,-87.63284988,1993,56,0,1937,"Hale, Alabama, US",13603.16702,2.80983442,1612520520000
1067,Henry,Alabama,US,2/5/2021 5:22,31.51148016,-85.24267944,1723,35,0,1688,"Henry, Alabama, US",10014.53066,2.031340685,1612520520000
1069,Houston,Alabama,US,2/5/2021 5:22,31.15197924,-85.29939599,9625,227,0,9398,"Houston, Alabama, US",9090.308079,2.358441558,1612520520000
1071,Jackson,Alabama,US,2/5/2021 5:22,34.78144169,-85.99750489,6333,77,0,6256,"Jackson, Alabama, US",12267.07473,1.215853466,1612520520000
1073,Jefferson,Alabama,US,2/5/2021 5:22,33.55554728,-86.895063,67906,1210,0,66696,"Jefferson, Alabama, US",10311.08169,1.781874945,1612520520000
1075,Lamar,Alabama,US,2/5/2021 5:22,33.77995024,-88.09668032,1260,30,0,1230,"Lamar, Alabama, US",9127.127852,2.380952381,1612520520000
1077,Lauderdale,Alabama,US,2/5/2021 5:22,34.90171875,-87.65624729,8298,176,0,8122,"Lauderdale, Alabama, US",8948.656839,2.12099301,1612520520000
1079,Lawrence,Alabama,US,2/5/2021 5:22,34.52041498,-87.31069453,2699,77,0,2622,"Lawrence, Alabama, US",8197.667355,2.852908485,1612520520000
1081,Lee,Alabama,US,2/5/2021 5:22,32.60154883,-85.35132246,14149,131,0,14018,"Lee, Alabama, US",8599.020311,0.925860485,1612520520000
1083,Limestone,Alabama,US,2/5/2021 5:22,34.81185586,-86.98310072,8836,116,0,8720,"Limestone, Alabama, US",8932.922206,1.312811227,1612520520000
1085,Lowndes,Alabama,US,2/5/2021 5:22,32.1597283,-86.65158371,1257,39,0,1218,"Lowndes, Alabama, US",12924.12091,3.102625298,1612520520000
1087,Macon,Alabama,US,2/5/2021 5:22,32.38759944,-85.69267724,1310,39,0,1271,"Macon, Alabama, US",7250.387425,2.977099237,1612520520000
1089,Madison,Alabama,US,2/5/2021 5:22,34.76327133,-86.55069633,30305,353,0,29952,"Madison, Alabama, US",8126.64752,1.164824286,1612520520000
1091,Marengo,Alabama,US,2/5/2021 5:22,32.24767634,-87.78796182,2211,39,0,2172,"Marengo, Alabama, US",11721.35927,1.763907734,1612520520000
1093,Marion,Alabama,US,2/5/2021 5:22,34.13697363,-87.88704173,2644,81,0,2563,"Marion, Alabama, US",8899.660036,3.063540091,1612520520000
1095,Marshall,Alabama,US,2/5/2021 5:22,34.36975964,-86.30486727,10905,176,0,10729,"Marshall, Alabama, US",11268.52254,1.61393856,1612520520000
1097,Mobile,Alabama,US,2/5/2021 5:22,30.78472347,-88.20842409,33718,636,0,33082,"Mobile, Alabama, US",8160.015488,1.886232873,1612520520000
1099,Monroe,Alabama,US,2/5/2021 5:22,31.56729412,-87.36995001,1615,26,0,1589,"Monroe, Alabama, US",7789.514301,1.609907121,1612520520000
1101,Montgomery,Alabama,US,2/5/2021 5:22,32.2206831,-86.20969272,21233,409,0,20824,"Montgomery, Alabama, US",9374.972404,1.92624688,1612520520000
1103,Morgan,Alabama,US,2/5/2021 5:22,34.45500589,-86.85475946,13143,216,0,12927,"Morgan, Alabama, US",10981.87652,1.643460397,1612520520000
80001,Out of AL,Alabama,US,12/21/2020 13:27,,,0,0,0,0,"Out of AL, Alabama, US",,,1612520520000
1105,Perry,Alabama,US,2/5/2021 5:22,32.64048341,-87.29770589,1036,22,0,1014,"Perry, Alabama, US",11610.44492,2.123552124,1612520520000
1107,Pickens,Alabama,US,2/5/2021 5:22,33.28094866,-88.08818103,2131,44,0,2087,"Pickens, Alabama, US",10692.42348,2.064758329,1612520520000
1109,Pike,Alabama,US,2/5/2021 5:22,31.80396383,-85.9408295,2783,53,0,2730,"Pike, Alabama, US",8404.300296,1.904419691,1612520520000
1111,Randolph,Alabama,US,2/5/2021 5:22,33.29526734,-85.45708831,1544,37,0,1507,"Randolph, Alabama, US",6795.176481,2.396373057,1612520520000
1113,Russell,Alabama,US,2/5/2021 5:22,32.28725256,-85.18415324,3825,24,0,3801,"Russell, Alabama, US",6599.265023,0.62745098,1612520520000
1117,Shelby,Alabama,US,2/5/2021 5:22,33.26879845,-86.66232561,20627,182,0,20445,"Shelby, Alabama, US",9474.878504,0.882338682,1612520520000
1115,St. Clair,Alabama,US,2/5/2021 5:22,33.71902176,-86.31029372,8341,179,0,8162,"St. Clair, Alabama, US",9318.303691,2.146025656,1612520520000
1119,Sumter,Alabama,US,2/5/2021 5:22,32.59117397,-88.19916205,949,28,0,921,"Sumter, Alabama, US",7636.597731,2.950474183,1612520520000
1121,Talladega,Alabama,US,2/5/2021 5:22,33.37823223,-86.16886178,7103,128,0,6975,"Talladega, Alabama, US",8881.192328,1.80205547,1612520520000
1123,Tallapoosa,Alabama,US,2/5/2021 5:22,32.86698258,-85.79833053,3373,123,0,3250,"Tallapoosa, Alabama, US",8355.835212,3.646605396,1612520520000
1125,Tuscaloosa,Alabama,US,2/5/2021 5:22,33.28726072,-87.52556818,22876,330,0,22546,"Tuscaloosa, Alabama, US",10926.89451,1.442559888,1612520520000
90001,Unassigned,Alabama,US,12/21/2020 13:27,,,0,0,0,0,"Unassigned, Alabama, US",,,1612520520000
1127,Walker,Alabama,US,2/5/2021 5:22,33.80270512,-87.30027177,6216,206,0,6010,"Walker, Alabama, US",9785.740149,3.314028314,1612520520000
1129,Washington,Alabama,US,2/5/2021 5:22,31.4092794,-88.20689944,1478,29,0,1449,"Washington, Alabama, US",9053.044224,1.962110961,1612520520000
1131,Wilcox,Alabama,US,2/5/2021 5:22,31.98773215,-87.30891118,1157,22,0,1135,"Wilcox, Alabama, US",11153.95739,1.901469317,1612520520000
1133,Winston,Alabama,US,2/5/2021 5:22,34.15030532,-87.37325922,2391,48,0,2343,"Winston, Alabama, US",10118.92166,2.007528231,1612520520000
2013,Aleutians East,Alaska,US,2/5/2021 5:22,55.32222414,-161.9722021,178,0,0,178,"Aleutians East, Alaska, US",5334.132454,0,1612520520000
2016,Aleutians West,Alaska,US,2/5/2021 5:22,52.3233,-174.1596,355,0,0,355,"Aleutians West, Alaska, US",6301.029464,0,1612520520000
2020,Anchorage,Alaska,US,2/5/2021 5:22,61.14998174,-149.1426986,25675,152,0,25523,"Anchorage, Alaska, US",8914.930556,0.592015579,1612520520000
2050,Bethel,Alaska,US,2/5/2021 5:22,60.90980451,-159.8561831,3384,17,0,3367,"Bethel, Alaska, US",18405.30839,0.502364066,1612520520000
2060,Bristol Bay,Alaska,US,2/5/2021 5:22,58.74513976,-156.701064,0,0,0,0,"Bristol Bay, Alaska, US",0,,1612520520000
2164,Bristol Bay plus Lake and Peninsula,Alaska,US,2/5/2021 5:22,58.62403337,-156.2140589,168,0,0,168,"Bristol Bay plus Lake and Peninsula, Alaska, US",4179.104478,0,1612520520000
2068,Denali,Alaska,US,2/5/2021 5:22,63.67264044,-150.0076108,68,0,0,68,"Denali, Alaska, US",3242.727706,0,1612520520000
2070,Dillingham,Alaska,US,2/5/2021 5:22,59.79603738,-158.2381942,177,1,0,176,"Dillingham, Alaska, US",3600.488202,0.564971751,1612520520000
2090,Fairbanks North Star,Alaska,US,2/5/2021 5:22,64.80726247,-146.5692662,5928,26,0,5902,"Fairbanks North Star, Alaska, US",6120.868569,0.438596491,1612520520000
2100,Haines,Alaska,US,2/5/2021 5:22,59.09893571,-135.4679843,26,0,0,26,"Haines, Alaska, US",1027.667984,0,1612520520000
2110,Juneau,Alaska,US,2/5/2021 5:22,58.45031811,-134.200436,1188,5,0,1183,"Juneau, Alaska, US",3715.518859,0.420875421,1612520520000
2122,Kenai Peninsula,Alaska,US,2/5/2021 5:22,60.24429722,-151.5388884,3930,22,0,3908,"Kenai Peninsula, Alaska, US",6694.147305,0.559796438,1612520520000
2130,Ketchikan Gateway,Alaska,US,2/5/2021 5:22,55.57445008,-130.975561,288,2,0,286,"Ketchikan Gateway, Alaska, US",2071.793396,0.694444444,1612520520000
2150,Kodiak Island,Alaska,US,2/5/2021 5:22,57.65529415,-153.7493579,1043,5,0,1038,"Kodiak Island, Alaska, US",8024.311433,0.479386385,1612520520000
2158,Kusilvak,Alaska,US,2/5/2021 5:22,62.1542916,-163.3967883,1143,3,0,1140,"Kusilvak, Alaska, US",13747.89512,0.262467192,1612520520000
2170,Matanuska-Susitna,Alaska,US,2/5/2021 5:22,62.31305045,-149.5741743,7636,29,0,7607,"Matanuska-Susitna, Alaska, US",7049.678259,0.37977999,1612520520000
2180,Nome,Alaska,US,2/5/2021 5:22,64.90320724,-164.0353804,313,0,0,313,"Nome, Alaska, US",3128.748501,0,1612520520000
2185,North Slope,Alaska,US,2/5/2021 5:22,69.31479216,-153.4836093,986,3,0,983,"North Slope, Alaska, US",10028.47844,0.304259635,1612520520000
2188,Northwest Arctic,Alaska,US,2/5/2021 5:22,67.04919196,-159.7503946,573,1,0,572,"Northwest Arctic, Alaska, US",7518.698334,0.17452007,1612520520000
2195,Petersburg,Alaska,US,2/5/2021 5:22,57.13978948,-132.9540995,49,1,0,48,"Petersburg, Alaska, US",1500.306185,2.040816327,1612520520000
2198,Prince of Wales-Hyder,Alaska,US,2/5/2021 5:22,55.76261984,-133.0511621,75,1,0,74,"Prince of Wales-Hyder, Alaska, US",1209.092375,1.333333333,1612520520000
2220,Sitka,Alaska,US,2/5/2021 5:22,57.24124555,-135.3206587,306,0,0,306,"Sitka, Alaska, US",3602.967149,0,1612520520000
2230,Skagway,Alaska,US,2/5/2021 5:22,59.56149996,-135.3337748,16,0,0,16,"Skagway, Alaska, US",1352.49366,0,1612520520000
2240,Southeast Fairbanks,Alaska,US,2/5/2021 5:22,63.87692095,-143.2127643,443,3,0,440,"Southeast Fairbanks, Alaska, US",6426.809807,0.677200903,1612520520000
90002,Unassigned,Alaska,US,2/5/2021 5:22,,,240,0,0,240,"Unassigned, Alaska, US",,0,1612520520000
2261,Valdez-Cordova,Alaska,US,2/5/2021 5:22,61.47502768,-144.7126799,453,3,0,450,"Valdez-Cordova, Alaska, US",4922.84286,0.662251656,1612520520000
2275,Wrangell,Alaska,US,2/5/2021 5:22,56.3202004,-132.0583731,27,0,0,27,"Wrangell, Alaska, US",1079.136691,0,1612520520000
2282,Yakutat,Alaska,US,2/5/2021 5:22,59.8909808,-140.3601451,66,1,0,65,"Yakutat, Alaska, US",11398.96373,1.515151515,1612520520000
2290,Yukon-Koyukuk,Alaska,US,2/5/2021 5:22,65.50815459,-151.3907387,271,4,0,267,"Yukon-Koyukuk, Alaska, US",5181.644359,1.47601476,1612520520000
4001,Apache,Arizona,US,2/5/2021 5:22,35.39465006,-109.4892383,9724,322,0,9402,"Apache, Arizona, US",13526.78509,3.311394488,1612520520000
4003,Cochise,Arizona,US,2/5/2021 5:22,31.87934684,-109.7516088,10562,235,0,10327,"Cochise, Arizona, US",8387.732088,2.224957394,1612520520000
4005,Coconino,Arizona,US,2/5/2021 5:22,35.83883429,-111.7707178,15419,285,0,15134,"Coconino, Arizona, US",10746.7451,1.848368896,1612520520000
4007,Gila,Arizona,US,2/5/2021 5:22,33.80190085,-110.8132779,6121,197,0,5924,"Gila, Arizona, US",11331.40805,3.218428361,1612520520000
4009,Graham,Arizona,US,2/5/2021 5:22,32.93166885,-109.8882178,5133,67,0,5066,"Graham, Arizona, US",13216.77781,1.305279564,1612520520000
4011,Greenlee,Arizona,US,2/5/2021 5:22,33.21498827,-109.2405279,528,6,0,522,"Greenlee, Arizona, US",5559.065066,1.136363636,1612520520000
4012,La Paz,Arizona,US,2/5/2021 5:22,33.72854224,-113.9810029,2273,63,0,2210,"La Paz, Arizona, US",10768.42903,2.7716674,1612520520000
4013,Maricopa,Arizona,US,2/5/2021 5:22,33.34835867,-112.4918154,481291,7767,0,473524,"Maricopa, Arizona, US",10730.1355,1.613784592,1612520520000
4015,Mohave,Arizona,US,2/5/2021 5:22,35.70471703,-113.7577902,19880,554,0,19326,"Mohave, Arizona, US",9369.359179,2.786720322,1612520520000
4017,Navajo,Arizona,US,2/5/2021 5:22,35.3997715,-110.3218983,14713,448,0,14265,"Navajo, Arizona, US",13264.03664,3.044926256,1612520520000
80004,Out of AZ,Arizona,US,2/5/2021 5:22,,,0,0,0,0,"Out of AZ, Arizona, US",,,1612520520000
4019,Pima,Arizona,US,2/5/2021 5:22,32.0971334,-111.7890033,103448,1868,0,101580,"Pima, Arizona, US",9877.788058,1.805738149,1612520520000
4021,Pinal,Arizona,US,2/5/2021 5:22,32.90525627,-111.3449483,43360,648,0,42712,"Pinal, Arizona, US",9369.280601,1.494464945,1612520520000
4023,Santa Cruz,Arizona,US,2/5/2021 5:22,31.52508998,-110.8479088,7476,157,0,7319,"Santa Cruz, Arizona, US",16078.11089,2.100053505,1612520520000
90004,Unassigned,Arizona,US,2/5/2021 5:22,,,16,0,0,16,"Unassigned, Arizona, US",,0,1612520520000
4025,Yavapai,Arizona,US,2/5/2021 5:22,34.59933926,-112.5538588,16444,406,0,16038,"Yavapai, Arizona, US",6994.500189,2.468985648,1612520520000
4027,Yuma,Arizona,US,2/5/2021 5:22,32.76895712,-113.9066674,35408,729,0,34679,"Yuma, Arizona, US",16562.27928,2.058856756,1612520520000
5001,Arkansas,Arkansas,US,2/5/2021 5:22,34.29145151,-91.37277296,1837,36,0,1801,"Arkansas, Arkansas, US",10505.54729,1.95971693,1612520520000
5003,Ashley,Arkansas,US,2/5/2021 5:22,33.19153461,-91.7698471,1672,29,0,1643,"Ashley, Arkansas, US",8505.875769,1.734449761,1612520520000
5005,Baxter,Arkansas,US,2/5/2021 5:22,36.28784385,-92.33782872,2686,95,0,2591,"Baxter, Arkansas, US",6405.609081,3.536857781,1612520520000
5007,Benton,Arkansas,US,2/5/2021 5:22,36.33644656,-94.25680817,25652,361,0,25291,"Benton, Arkansas, US",9189.621016,1.407297677,1612520520000
5009,Boone,Arkansas,US,2/5/2021 5:22,36.3084504,-93.09374925,3425,75,0,3350,"Boone, Arkansas, US",9149.925198,2.189781022,1612520520000
5011,Bradley,Arkansas,US,2/5/2021 5:22,33.46755808,-92.15980837,1274,29,0,1245,"Bradley, Arkansas, US",11836.84846,2.276295133,1612520520000
5013,Calhoun,Arkansas,US,2/5/2021 5:22,33.55598792,-92.49974403,363,3,0,360,"Calhoun, Arkansas, US",6995.567547,0.826446281,1612520520000
5015,Carroll,Arkansas,US,2/5/2021 5:22,36.3403856,-93.54270261,2627,39,0,2588,"Carroll, Arkansas, US",9256.518675,1.484583175,1612520520000
5017,Chicot,Arkansas,US,2/5/2021 5:22,33.26458973,-91.29539209,1570,38,0,1532,"Chicot, Arkansas, US",15516.90057,2.420382166,1612520520000
5019,Clark,Arkansas,US,2/5/2021 5:22,34.04613432,-93.17484713,1893,35,0,1858,"Clark, Arkansas, US",8481.182796,1.848917063,1612520520000
5021,Clay,Arkansas,US,2/5/2021 5:22,36.36826212,-90.4148172,1623,42,0,1581,"Clay, Arkansas, US",11153.87259,2.58780037,1612520520000
5023,Cleburne,Arkansas,US,2/5/2021 5:22,35.53864922,-92.02640019,1799,62,0,1737,"Cleburne, Arkansas, US",7219.390826,3.446359088,1612520520000
5025,Cleveland,Arkansas,US,2/5/2021 5:22,33.89723187,-92.18537045,853,23,0,830,"Cleveland, Arkansas, US",10721.46807,2.696365768,1612520520000
5027,Columbia,Arkansas,US,2/5/2021 5:22,33.21230701,-93.22642793,2003,52,0,1951,"Columbia, Arkansas, US",8539.028861,2.596105841,1612520520000
5029,Conway,Arkansas,US,2/5/2021 5:22,35.26205537,-92.70506566,2039,28,0,2011,"Conway, Arkansas, US",9781.252998,1.373222168,1612520520000
5031,Craighead,Arkansas,US,2/5/2021 5:22,35.83018283,-90.63235729,12339,171,0,12168,"Craighead, Arkansas, US",11183.51883,1.385849745,1612520520000
5033,Crawford,Arkansas,US,2/5/2021 5:22,35.58928601,-94.2446814,6410,94,0,6316,"Crawford, Arkansas, US",10133.26588,1.466458658,1612520520000
5035,Crittenden,Arkansas,US,2/5/2021 5:22,35.21247318,-90.30839406,5473,87,0,5386,"Crittenden, Arkansas, US",11412.78282,1.58962178,1612520520000
5037,Cross,Arkansas,US,2/5/2021 5:22,35.29631396,-90.77185818,1847,45,0,1802,"Cross, Arkansas, US",11249.16256,2.436383324,1612520520000
5039,Dallas,Arkansas,US,2/5/2021 5:22,33.97042763,-92.65167437,687,12,0,675,"Dallas, Arkansas, US",9801.68355,1.746724891,1612520520000
5041,Desha,Arkansas,US,2/5/2021 5:22,33.83011025,-91.25500948,1248,17,0,1231,"Desha, Arkansas, US",10984.94851,1.362179487,1612520520000
5043,Drew,Arkansas,US,2/5/2021 5:22,33.59035001,-91.71777921,1888,32,0,1856,"Drew, Arkansas, US",10362.80806,1.694915254,1612520520000
5045,Faulkner,Arkansas,US,2/5/2021 5:22,35.14719007,-92.33717519,11049,139,0,10910,"Faulkner, Arkansas, US",8768.560477,1.258032401,1612520520000
5047,Franklin,Arkansas,US,2/5/2021 5:22,35.51202821,-93.89299569,1527,31,0,1496,"Franklin, Arkansas, US",8619.813717,2.030124427,1612520520000
5049,Fulton,Arkansas,US,2/5/2021 5:22,36.38177105,-91.81729127,1043,43,0,1000,"Fulton, Arkansas, US",8359.381262,4.122722915,1612520520000
5051,Garland,Arkansas,US,2/5/2021 5:22,34.57692074,-93.14921604,8825,211,0,8614,"Garland, Arkansas, US",8879.520254,2.390934844,1612520520000
5053,Grant,Arkansas,US,2/5/2021 5:22,34.29017991,-92.42320562,1460,29,0,1431,"Grant, Arkansas, US",7993.430057,1.98630137,1612520520000
5055,Greene,Arkansas,US,2/5/2021 5:22,36.1173546,-90.55832668,5609,67,0,5542,"Greene, Arkansas, US",12375.06895,1.194508825,1612520520000
5057,Hempstead,Arkansas,US,2/5/2021 5:22,33.73325583,-93.66935133,1698,14,0,1684,"Hempstead, Arkansas, US",7885.93721,0.824499411,1612520520000
5059,Hot Spring,Arkansas,US,2/5/2021 5:22,34.31709259,-92.95396325,4529,67,0,4462,"Hot Spring, Arkansas, US",13410.91469,1.479355266,1612520520000
5061,Howard,Arkansas,US,2/5/2021 5:22,34.09007427,-93.9934871,1423,24,0,1399,"Howard, Arkansas, US",10778.6699,1.686577653,1612520520000
5063,Independence,Arkansas,US,2/5/2021 5:22,35.74242707,-91.57001641,3533,115,0,3418,"Independence, Arkansas, US",9340.383344,3.255024059,1612520520000
5065,Izard,Arkansas,US,2/5/2021 5:22,36.09604046,-91.90847954,1597,36,0,1561,"Izard, Arkansas, US",11717.66087,2.254226675,1612520520000
5067,Jackson,Arkansas,US,2/5/2021 5:22,35.59802983,-91.21494602,3104,32,0,3072,"Jackson, Arkansas, US",18565.70369,1.030927835,1612520520000
5069,Jefferson,Arkansas,US,2/5/2021 5:22,34.26767081,-91.92619839,8222,152,0,8070,"Jefferson, Arkansas, US",12303.96265,1.848698613,1612520520000
5071,Johnson,Arkansas,US,2/5/2021 5:22,35.56759135,-93.46036368,2551,29,0,2522,"Johnson, Arkansas, US",9598.163895,1.136809094,1612520520000
5073,Lafayette,Arkansas,US,2/5/2021 5:22,33.24116713,-93.60677071,472,7,0,465,"Lafayette, Arkansas, US",7125.603865,1.483050847,1612520520000
5075,Lawrence,Arkansas,US,2/5/2021 5:22,36.04188196,-91.10867198,1942,41,0,1901,"Lawrence, Arkansas, US",11837.13276,2.111225541,1612520520000
5077,Lee,Arkansas,US,2/5/2021 5:22,34.78498904,-90.78383866,1609,33,0,1576,"Lee, Arkansas, US",18166.42204,2.050963331,1612520520000
5079,Lincoln,Arkansas,US,2/5/2021 5:22,33.95317155,-91.74002806,3070,41,0,3029,"Lincoln, Arkansas, US",23571.86732,1.335504886,1612520520000
5081,Little River,Arkansas,US,2/5/2021 5:22,33.70375665,-94.23468591,1069,40,0,1029,"Little River, Arkansas, US",8720.123991,3.74181478,1612520520000
5083,Logan,Arkansas,US,2/5/2021 5:22,35.21413234,-93.71951016,2032,17,0,2015,"Logan, Arkansas, US",9466.132489,0.836614173,1612520520000
5085,Lonoke,Arkansas,US,2/5/2021 5:22,34.75392199,-91.88742357,6153,103,0,6050,"Lonoke, Arkansas, US",8393.239575,1.673980172,1612520520000
5087,Madison,Arkansas,US,2/5/2021 5:22,36.01038185,-93.72524943,1359,19,0,1340,"Madison, Arkansas, US",8198.600386,1.398086829,1612520520000
5089,Marion,Arkansas,US,2/5/2021 5:22,36.26844485,-92.68451899,891,27,0,864,"Marion, Arkansas, US",5337.246915,3.03030303,1612520520000
5091,Miller,Arkansas,US,2/5/2021 5:22,33.31403423,-93.89285258,3511,29,0,3482,"Miller, Arkansas, US",8116.605405,0.825975506,1612520520000
5093,Mississippi,Arkansas,US,2/5/2021 5:22,35.76271485,-90.0519437,5351,109,0,5242,"Mississippi, Arkansas, US",13163.26782,2.037002429,1612520520000
5095,Monroe,Arkansas,US,2/5/2021 5:22,34.6815935,-91.20540287,761,16,0,745,"Monroe, Arkansas, US",11356.51395,2.102496715,1612520520000
5097,Montgomery,Arkansas,US,2/5/2021 5:22,34.53704874,-93.65824478,672,27,0,645,"Montgomery, Arkansas, US",7478.299577,4.017857143,1612520520000
5099,Nevada,Arkansas,US,2/5/2021 5:22,33.66340119,-93.30632432,735,24,0,711,"Nevada, Arkansas, US",8906.931653,3.265306122,1612520520000
5101,Newton,Arkansas,US,2/5/2021 5:22,35.91947491,-93.21612969,660,26,0,634,"Newton, Arkansas, US",8512.833742,3.939393939,1612520520000
5103,Ouachita,Arkansas,US,2/5/2021 5:22,33.58839816,-92.87795984,2027,47,0,1980,"Ouachita, Arkansas, US",8669.061671,2.318697583,1612520520000
5105,Perry,Arkansas,US,2/5/2021 5:22,34.9459153,-92.94372564,711,7,0,704,"Perry, Arkansas, US",6800.573888,0.984528833,1612520520000
5107,Phillips,Arkansas,US,2/5/2021 5:22,34.43268455,-90.84800154,1633,31,0,1602,"Phillips, Arkansas, US",9183.443932,1.898346601,1612520520000
5109,Pike,Arkansas,US,2/5/2021 5:22,34.16250414,-93.65789349,900,19,0,881,"Pike, Arkansas, US",8397.089009,2.111111111,1612520520000
5111,Poinsett,Arkansas,US,2/5/2021 5:22,35.57433534,-90.66268713,2979,73,0,2906,"Poinsett, Arkansas, US",12661.50969,2.450486741,1612520520000
5113,Polk,Arkansas,US,2/5/2021 5:22,34.48254879,-94.22728802,1738,56,0,1682,"Polk, Arkansas, US",8705.670206,3.222094361,1612520520000
5115,Pope,Arkansas,US,2/5/2021 5:22,35.44871474,-93.03212219,7307,88,0,7219,"Pope, Arkansas, US",11404.3576,1.20432462,1612520520000
5117,Prairie,Arkansas,US,2/5/2021 5:22,34.83624419,-91.55162157,820,21,0,799,"Prairie, Arkansas, US",10171.17341,2.56097561,1612520520000
5119,Pulaski,Arkansas,US,2/5/2021 5:22,34.77054088,-92.31355101,34999,529,0,34470,"Pulaski, Arkansas, US",8930.343879,1.511471756,1612520520000
5121,Randolph,Arkansas,US,2/5/2021 5:22,36.3415714,-91.02455531,1875,46,0,1829,"Randolph, Arkansas, US",10441.02907,2.453333333,1612520520000
5125,Saline,Arkansas,US,2/5/2021 5:22,34.64916145,-92.67583224,10702,153,0,10549,"Saline, Arkansas, US",8740.82181,1.42963932,1612520520000
5127,Scott,Arkansas,US,2/5/2021 5:22,34.85588887,-94.0632176,891,14,0,877,"Scott, Arkansas, US",8666.472133,1.571268238,1612520520000
5129,Searcy,Arkansas,US,2/5/2021 5:22,35.9109364,-92.69936482,628,14,0,614,"Searcy, Arkansas, US",7968.531912,2.229299363,1612520520000
5131,Sebastian,Arkansas,US,2/5/2021 5:22,35.19605503,-94.27162713,13822,237,0,13585,"Sebastian, Arkansas, US",10813.05202,1.714657792,1612520520000
5133,Sevier,Arkansas,US,2/5/2021 5:22,33.99780401,-94.2424869,2418,25,0,2393,"Sevier, Arkansas, US",14217.67507,1.033912324,1612520520000
5135,Sharp,Arkansas,US,2/5/2021 5:22,36.16258158,-91.47819342,1475,47,0,1428,"Sharp, Arkansas, US",8456.599014,3.186440678,1612520520000
5123,St. Francis,Arkansas,US,2/5/2021 5:22,35.02201976,-90.74828138,3347,34,0,3313,"St. Francis, Arkansas, US",13391.21389,1.015835076,1612520520000
5137,Stone,Arkansas,US,2/5/2021 5:22,35.86251946,-92.15684085,931,29,0,902,"Stone, Arkansas, US",7444.426675,3.114930183,1612520520000
90005,Unassigned,Arkansas,US,2/5/2021 5:22,,,2892,0,0,2892,"Unassigned, Arkansas, US",,0,1612520520000
5139,Union,Arkansas,US,2/5/2021 5:22,33.16887091,-92.59746952,3443,94,0,3349,"Union, Arkansas, US",8900.780725,2.730177171,1612520520000
5141,Van Buren,Arkansas,US,2/5/2021 5:22,35.58095779,-92.51295036,1149,14,0,1135,"Van Buren, Arkansas, US",6944.696283,1.218450827,1612520520000
5143,Washington,Arkansas,US,2/5/2021 5:22,35.976844,-94.21800746,28113,312,0,27801,"Washington, Arkansas, US",11753.5652,1.109806851,1612520520000
5145,White,Arkansas,US,2/5/2021 5:22,35.25688493,-91.74908296,6709,94,0,6615,"White, Arkansas, US",8519.040544,1.401102996,1612520520000
5147,Woodruff,Arkansas,US,2/5/2021 5:22,35.18902527,-91.2439489,580,8,0,572,"Woodruff, Arkansas, US",9177.21519,1.379310345,1612520520000
5149,Yell,Arkansas,US,2/5/2021 5:22,35.00292371,-93.41171338,3145,64,0,3081,"Yell, Arkansas, US",14736.89143,2.034976153,1612520520000
